canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value
CC#CC(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL3929922,=,=,nM,435.3,nM,435.3
CN(C)C/C=C/C(=O)NC1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3980550,=,=,nM,22.53,nM,22.53
C=CC(=O)N(C)CCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3921017,=,=,nM,28.22,nM,28.22
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCN(C(=O)/C=C/CN2CCOCC2)CC1,CHEMBL3982014,=,=,nM,303.6,nM,303.6
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C[C@@H]1CCCN1C(=O)/C=C/CN1CCOCC1,CHEMBL3915538,=,=,nM,6238.0,nM,6238.0
CC#CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3921655,=,=,nM,156.3,nM,156.3
C=CC(=O)NCCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3894938,=,=,nM,70.49,nM,70.49
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CCCN(C(=O)/C=C/CN2CCOCC2)C1,CHEMBL3968716,=,=,nM,383.7,nM,383.7
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CC[C@@H](NC(=O)/C=C/CN2CCOCC2)CC1,CHEMBL3894102,=,=,nM,272.9,nM,272.9
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C,CHEMBL3647417,=,=,nM,22.0,nM,22.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1,CHEMBL3647418,=,=,nM,3.0,nM,3.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1C[C@@H](O)CN1C,CHEMBL3647419,=,=,nM,36.0,nM,36.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,CHEMBL3647420,=,=,nM,45.0,nM,45.0
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,CHEMBL3647423,=,=,nM,8.0,nM,8.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C,CHEMBL3647417,=,=,nM,48.0,nM,48.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1,CHEMBL3647418,=,=,nM,6.0,nM,6.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1C[C@@H](O)CN1C,CHEMBL3647419,=,=,nM,59.0,nM,59.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,CHEMBL3647420,=,=,nM,13.0,nM,13.0
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C,CHEMBL3647421,=,=,nM,4.0,nM,4.0
COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,CHEMBL3647422,=,=,nM,2.0,nM,2.0
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,CHEMBL3647423,=,=,nM,2.0,nM,2.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,=,=,nM,47.0,nM,47.0
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,CHEMBL3622645,=,=,nM,3099.0,nM,3099.0
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,CHEMBL3622645,=,=,nM,57.0,nM,57.0
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(CC)CC)cc23)c1,CHEMBL3960332,=,=,nM,1791.0,nM,1791.0
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(CC)CC)cc23)c1,CHEMBL3960332,=,=,nM,6.8,nM,6.8
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,CHEMBL3622672,=,=,nM,22.0,nM,22.0
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,CHEMBL3622672,<,<,nM,100.0,nM,100.0
Nc1ccc(-c2ccc3ncc4c(=O)[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3n2)cn1,CHEMBL3903725,>,>,nM,10000.0,nM,10000.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(CCF)C4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3985592,<,<,nM,1.0,nM,1.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(C(C)=O)C4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3956925,<,<,nM,1.0,nM,1.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(C(=O)OC(C)(C)C)C4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3967836,=,=,nM,5.0,nM,5.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(C)C)cc3OC)ncc2Cl)c1,CHEMBL3962343,=,=,nM,5.0,nM,5.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(C)C)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3973190,<,<,nM,1.0,nM,1.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1cccc2c(N)nccc12,CHEMBL3967980,>,>,nM,2500.0,nM,2500.0
COc1cc(/C=C2\CCC/C(=C\c3ccccc3)C2=O)cc(OC)c1,CHEMBL2316140,=,=,nM,1680.0,nM,1680.0
COc1cc(/C=C2\CCC/C(=C\c3cccc(Cl)c3)C2=O)cc(OC)c1,CHEMBL2316141,=,=,nM,2270.0,nM,2270.0
COc1cc(/C=C2\CCC/C(=C\c3ccccc3Cl)C2=O)cc(OC)c1,CHEMBL2316142,=,=,nM,1540.0,nM,1540.0
COc1cc(/C=C2\CCC/C(=C\c3ccccc3F)C2=O)cc(OC)c1,CHEMBL2316143,=,=,nM,2170.0,nM,2170.0
COc1cc(/C=C2\CCC/C(=C\c3ccccc3Br)C2=O)cc(OC)c1,CHEMBL2316144,=,=,nM,8080.0,nM,8080.0
COc1cc(/C=C2\CCC/C(=C\c3cccc(Br)c3)C2=O)cc(OC)c1,CHEMBL2316145,=,=,nM,6850.0,nM,6850.0
COc1cc(/C=C2\CCC/C(=C\c3ccc(Br)cc3)C2=O)cc(OC)c1,CHEMBL2316146,=,=,nM,7120.0,nM,7120.0
COc1cc(/C=C2\CCC/C(=C\c3ccc(F)cc3)C2=O)cc(OC)c1,CHEMBL2316147,=,=,nM,5690.0,nM,5690.0
COc1cc(/C=C2\CCC/C(=C\c3ccc(Cl)cc3)C2=O)cc(OC)c1,CHEMBL2316148,=,=,nM,15320.0,nM,15320.0
COc1cc(/C=C2\CCC/C(=C\C3CCCCC3)C2=O)cc(OC)c1,CHEMBL2316149,=,=,nM,7520.0,nM,7520.0
COc1cccc(/C=C2\CCC/C(=C\c3cc(OC)cc(OC)c3)C2=O)c1,CHEMBL2316150,=,=,nM,6130.0,nM,6130.0
COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(O)c3)C2=O)cc(OC)c1,CHEMBL2316151,=,=,nM,430.0,nM,430.0
COc1cc(/C=C2\CCC/C(=C\c3ccccc3OC)C2=O)cc(OC)c1,CHEMBL2316152,=,=,nM,20890.0,nM,20890.0
COc1cc(/C=C2\CCC/C(=C\c3ccc(O)cc3)C2=O)cc(OC)c1,CHEMBL2316153,=,=,nM,4660.0,nM,4660.0
COc1cc(/C=C2\CCC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc(OC)c1,CHEMBL2316154,=,=,nM,3980.0,nM,3980.0
COc1cc(/C=C2\CCC/C(=C\c3ccc(OC)c(O)c3)C2=O)cc(OC)c1,CHEMBL2316155,=,=,nM,5370.0,nM,5370.0
COc1cc(/C=C2\CCCCC2=O)cc(OC)c1,CHEMBL3982407,=,=,nM,18670.0,nM,18670.0
COc1cc(/C=C2\CCC/C(=C\c3cc(OC)cc(OC)c3)C2=O)cc(OC)c1,CHEMBL2316157,=,=,nM,2080.0,nM,2080.0
COc1cc(/C=C2\CCC/C(=C\c3ccc(S(C)(=O)=O)cc3)C2=O)cc(OC)c1,CHEMBL2316158,=,=,nM,1960.0,nM,1960.0
COc1cc(/C=C2\CCC/C(=C\c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)C2=O)cc(OC)c1,CHEMBL2316159,=,=,nM,4810.0,nM,4810.0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CHEMBL140,=,=,nM,8650.0,nM,8650.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,=,=,nM,30.0,nM,30.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,110.0,nM,110.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,2000.0,nM,2000.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,110.0,nM,110.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,1780.0,nM,1780.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,50.0,nM,50.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,170.0,nM,170.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,110.0,nM,110.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,91.0,nM,91.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,1400.0,nM,1400.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,2600.0,nM,2600.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,67.0,nM,67.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,150.0,nM,150.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,3300.0,nM,3300.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,2800.0,nM,2800.0
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,CHEMBL2011291,=,=,nM,210.0,nM,210.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,1.4,nM,1.4
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,3.1,nM,3.1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,2.2,nM,2.2
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,2.1,nM,2.1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,4.0,nM,4.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,6.7,nM,6.7
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,1.6,nM,1.6
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,2.2,nM,2.2
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,280.0,nM,280.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,3100.0,nM,3100.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,3.0,nM,3.0
Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccccc3)c12,CHEMBL1093099,=,=,nM,15070.0,nM,15070.0
CC(C)c1ccccc1Nc1nc(N)nc2c1-c1ccccc1C2,CHEMBL2047244,>,>,nM,200000.0,nM,200000.0
CC(C)c1ccc(Nc2nc(N)nc3c2-c2ccccc2C3)cc1,CHEMBL2047245,=,=,nM,42600.0,nM,42600.0
Nc1nc2c(c(Nc3cccc(Br)c3)n1)-c1ccccc1C2,CHEMBL2047248,=,=,nM,24100.0,nM,24100.0
Nc1nc2c(c(Nc3ccc(Cl)cc3F)n1)-c1ccccc1C2,CHEMBL2047253,=,=,nM,11700.0,nM,11700.0
Nc1nc2c(c(Nc3ccc(Cl)cc3)n1)-c1ccccc1C2,CHEMBL2047247,=,=,nM,26000.0,nM,26000.0
Nc1nc2c(c(Nc3cccc(Cl)c3)n1)-c1ccccc1C2,CHEMBL2047242,=,=,nM,19600.0,nM,19600.0
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,CHEMBL29197,=,=,nM,230.0,nM,230.0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL285063,=,=,nM,130.0,nM,130.0
Nc1nc2c(c(Nc3ccccc3)n1)-c1ccccc1C2,CHEMBL2047243,>,>,nM,200000.0,nM,200000.0
COc1cccc(Nc2nc(N)nc3c2-c2ccccc2C3)c1,CHEMBL2047251,>,>,nM,200000.0,nM,200000.0
Nc1nc2c(c(Nc3cccc(F)c3)n1)-c1ccccc1C2,CHEMBL2047246,>,>,nM,200000.0,nM,200000.0
Nc1nc2c(c(Nc3ccc(F)c(Cl)c3)n1)-c1ccccc1C2,CHEMBL2047252,>,>,nM,200000.0,nM,200000.0
Nc1nc(Nc2cccc(Cl)c2)c2c(n1)-c1ccccc1C2,CHEMBL3970063,=,=,nM,45100.0,nM,45100.0
Nc1nc(Nc2cccc(Br)c2)c2c(n1)-c1ccccc1C2,CHEMBL3902576,=,=,nM,98800.0,nM,98800.0
Nc1nc(Nc2ccc(Cl)cc2)c2c(n1)-c1ccccc1C2,CHEMBL3976755,>,>,nM,300000.0,nM,300000.0
Nc1nc(Nc2ccc(Br)cc2)c2c(n1)-c1ccccc1C2,CHEMBL3977751,>,>,nM,300000.0,nM,300000.0
CC(C)c1ccccc1Nc1nc(N)nc2c1Cc1ccccc1-2,CHEMBL3948546,=,=,nM,23000.0,nM,23000.0
Nc1nc(Nc2ccccc2)c2c(n1)-c1ccccc1C2,CHEMBL3985894,=,=,nM,232700.0,nM,232700.0
Nc1nc(Nc2cccc(F)c2)c2c(n1)-c1ccccc1C2,CHEMBL3953855,>,>,nM,300000.0,nM,300000.0
Nc1nc(Nc2ccc(F)cc2)c2c(n1)-c1ccccc1C2,CHEMBL3983639,>,>,nM,300000.0,nM,300000.0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL285063,=,=,nM,521.0,nM,521.0
NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,CHEMBL253969,=,=,nM,5853.4,nM,5853.4
NP(=O)(Oc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,CHEMBL4077956,=,=,nM,9.2,nM,9.2
NP(=O)(OCCOc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,CHEMBL4084847,=,=,nM,4.3,nM,4.3
NP(=O)(OCCCOc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,CHEMBL4069003,=,=,nM,3.0,nM,3.0
NP(=O)(OCCCCOc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,CHEMBL4090083,=,=,nM,7.4,nM,7.4
NP(=O)(OCCCCCOc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,CHEMBL4060320,=,=,nM,2.3,nM,2.3
C#Cc1cccc(Nc2ncnc3ccc(OCCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,CHEMBL4091626,=,=,nM,11.0,nM,11.0
NP(=O)(OCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,CHEMBL4087646,=,=,nM,6.0,nM,6.0
NP(=O)(OCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)N(CCCl)CCCl,CHEMBL4105530,=,=,nM,27.0,nM,27.0
C#Cc1cccc(Nc2ncnc3ccc(OCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,CHEMBL4079768,=,=,nM,7.2,nM,7.2
NP(=O)(OCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,CHEMBL4097795,=,=,nM,5.7,nM,5.7
NP(=O)(OCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)N(CCCl)CCCl,CHEMBL4097216,=,=,nM,75.0,nM,75.0
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,CHEMBL4078431,=,=,nM,0.3,nM,0.3
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,CHEMBL4080720,=,=,nM,0.5,nM,0.5
COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,CHEMBL4104950,=,=,nM,22.0,nM,22.0
NP(=O)(OCCCC(=O)Oc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,CHEMBL4070053,=,=,nM,3.3,nM,3.3
NP(=O)(OCCCC(=O)Oc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,CHEMBL4097245,=,=,nM,8.7,nM,8.7
NP(=O)(OCCCC(=O)Oc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)N(CCCl)CCCl,CHEMBL4061382,=,=,nM,26.0,nM,26.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,=,=,nM,68.0,nM,68.0
Clc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4103370,=,=,nM,81.0,uM,0.081
Clc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c(Cl)c1,CHEMBL4079125,=,=,nM,3700.0,uM,3.7
c1ccc(Cc2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4095623,=,=,nM,25000.0,uM,25.0
c1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4068254,=,=,nM,31800.0,uM,31.8
c1ccc(OCc2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4087921,=,=,nM,46300.0,uM,46.3
Oc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4059610,>,>,nM,100000.0,uM,100.0
Clc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4094471,=,=,nM,4500.0,uM,4.5
Cc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4074782,=,=,nM,39700.0,uM,39.7
Cc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4086731,>,>,nM,100000.0,uM,100.0
COc1cccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1OC,CHEMBL4065301,=,=,nM,61000.0,uM,61.0
c1csc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,CHEMBL4075892,>,>,nM,100000.0,uM,100.0
c1coc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,CHEMBL4061912,>,>,nM,100000.0,uM,100.0
c1ccc(C(c2ccccc2)c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4102214,=,=,nM,45000.0,uM,45.0
COc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4084249,=,=,nM,98.0,uM,0.098
c1cncc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,CHEMBL4083305,>,>,nM,100000.0,uM,100.0
N#CCc1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4067556,>,>,nM,100000.0,uM,100.0
Fc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4090323,>,>,nM,100000.0,uM,100.0
CC(=O)c1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4068814,=,=,nM,65400.0,uM,65.4
Nc1ccc(O)c(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,CHEMBL4094647,=,=,nM,70000.0,uM,70.0
O=C(O)c1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4073285,>,>,nM,100000.0,uM,100.0
c1ccc2c(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)cccc2c1,CHEMBL4066118,=,=,nM,5700.0,uM,5.7
C1=CC2=C(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)CNC2C=C1,CHEMBL4087489,=,=,nM,86200.0,uM,86.2
c1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)nc1,CHEMBL4074726,=,=,nM,73500.0,uM,73.5
Cc1ccccc1Cc1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4095195,=,=,nM,50000.0,uM,50.0
Clc1ccc(-c2nnc(Cc3nc4ccc(Cl)cc4[nH]3)o2)cc1,CHEMBL4084996,=,=,nM,980.0,uM,0.98
Clc1ccc(-c2nnc(Cc3nc4ccc(Cl)cc4[nH]3)o2)c(Cl)c1,CHEMBL4102942,=,=,nM,45100.0,uM,45.1
Clc1ccc2nc(Cc3nnc(Cc4ccccc4)o3)[nH]c2c1,CHEMBL4091284,>,>,nM,100000.0,uM,100.0
Clc1ccc2nc(Cc3nnc(-c4ccccc4)o3)[nH]c2c1,CHEMBL4063427,>,>,nM,100000.0,uM,100.0
Clc1ccc2nc(Cc3nnc(-c4ccccc4Cl)o3)[nH]c2c1,CHEMBL4083493,=,=,nM,33200.0,uM,33.2
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,11.0,uM,0.011
Clc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4103370,=,=,nM,80.91,,7.092
Clc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c(Cl)c1,CHEMBL4079125,=,=,nM,3698.28,,5.432
c1ccc(Cc2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4095623,=,=,nM,25003.45,,4.602
c1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4068254,=,=,nM,31768.74,,4.498
c1ccc(OCc2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4087921,=,=,nM,46344.69,,4.334
Oc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4059610,=,=,nM,100000.0,,4.0
Clc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4094471,=,=,nM,4497.8,,5.347
Cc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4074782,=,=,nM,39719.15,,4.401
Cc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4086731,=,=,nM,100000.0,,4.0
COc1cccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1OC,CHEMBL4065301,=,=,nM,60953.69,,4.215
c1csc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,CHEMBL4075892,=,=,nM,100000.0,,4.0
c1coc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,CHEMBL4061912,=,=,nM,100000.0,,4.0
c1ccc(C(c2ccccc2)c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4102214,=,=,nM,44977.99,,4.347
COc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4084249,=,=,nM,97.95,,7.009
c1cncc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,CHEMBL4083305,=,=,nM,100000.0,,4.0
N#CCc1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4067556,=,=,nM,100000.0,,4.0
Fc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,CHEMBL4090323,=,=,nM,100000.0,,4.0
CC(=O)c1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4068814,=,=,nM,65463.62,,4.184
Nc1ccc(O)c(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,CHEMBL4094647,=,=,nM,69984.2,,4.155
O=C(O)c1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,CHEMBL4073285,=,=,nM,100000.0,,4.0
c1ccc2c(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)cccc2c1,CHEMBL4066118,=,=,nM,5701.64,,5.244
C1=CC2=C(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)CNC2C=C1,CHEMBL4087489,=,=,nM,86297.85,,4.064
c1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)nc1,CHEMBL4074726,=,=,nM,73451.39,,4.134
