canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(N4CCN(C)CC4)c3)c(C(N)=O)nc2CC)c1,CHEMBL3663927,=,=,nM,1.4,nM,1.4
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC)CC4)cc3)c(C(N)=O)nc2CC)c1,CHEMBL3663928,=,=,nM,0.66,nM,0.66
C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,CHEMBL3663929,=,=,nM,4.5,nM,4.5
C=CC(=O)Nc1cccc(Oc2nc(Nc3cnn(C4CCN(C)CC4)c3)c(C(N)=O)nc2C(C)C)c1,CHEMBL3663930,=,=,nM,2.0,nM,2.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)[C@@H](C)C4)cc3)c(C(N)=O)nc2CC)c1,CHEMBL3663931,=,=,nM,1.2,nM,1.2
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)[C@H](C)C4)cc3)c(C(N)=O)nc2CC)c1,CHEMBL3663932,=,=,nM,0.56,nM,0.56
C=CC(=O)N1CCC(c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)CC1,CHEMBL3663933,=,=,nM,4.0,nM,4.0
CCC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)C1,CHEMBL3663934,=,=,nM,5.6,nM,5.6
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)N[N+]4=CCN(C)CC4)cc3)nc21,CHEMBL4113919,=,=,nM,8.0,nM,8.0
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nc21,CHEMBL3674148,=,=,nM,1.0,nM,1.0
CC(=O)Nc1cccc(Nc2nc3cnc(Nc4ccc(C(=O)N[N+]5=CCN(C)CC5)cc4F)nc3n2C(C)C)c1,CHEMBL4111809,=,=,nM,60.0,nM,60.0
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,CHEMBL3674150,=,=,nM,18.0,nM,18.0
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,CHEMBL3674151,=,=,nM,5.0,nM,5.0
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,CHEMBL3674150,=,=,nM,0.4,nM,0.4
COc1cc(C(=O)NN2CCN(C)CC2)ccc1Nc1ncc2nc(Nc3ccccc3)n(C(C)C)c2n1,CHEMBL3674152,=,=,nM,1.0,nM,1.0
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)nc21,CHEMBL3678946,=,=,nM,0.4,nM,0.4
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL2178351,=,=,nM,5.0,nM,5.0
CC(C)n1c(Nc2cccc(Br)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678947,=,=,nM,4.0,nM,4.0
C#Cc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,CHEMBL3678948,=,=,nM,3.0,nM,3.0
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678949,=,=,nM,3.0,nM,3.0
CC(C)n1c(Nc2ccc(Br)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678950,=,=,nM,1.0,nM,1.0
CC(C)n1c(Nc2cccc(C(F)(F)F)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678951,=,=,nM,1.0,nM,1.0
COc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,CHEMBL3678952,=,=,nM,1.0,nM,1.0
COc1ccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)cc1,CHEMBL3678953,=,=,nM,5.0,nM,5.0
CC(C)n1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678954,=,=,nM,4.0,nM,4.0
CC(C)n1c(Nc2ccc(NC(=O)Nc3ccc(F)c(Cl)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678955,=,=,nM,5.0,nM,5.0
CC(C)n1c(Nc2ccc(C(=O)Nc3cccc(F)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678956,=,=,nM,10.0,nM,10.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CC5)c4n3)cc2)CC1,CHEMBL2178350,=,=,nM,2.0,nM,2.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C)c4n3)cc2)CC1,CHEMBL2178349,=,=,nM,3.0,nM,3.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)[nH]c4n3)cc2)CC1,CHEMBL2178368,=,=,nM,5.0,nM,5.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,CHEMBL2178352,=,=,nM,0.4,nM,0.4
CC(C)n1c(Nc2ccc(C(F)(F)F)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678957,=,=,nM,5.0,nM,5.0
CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678958,=,=,nM,4.0,nM,4.0
CC(C)n1c(NC2CCCCC2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678959,=,=,nM,5.0,nM,5.0
C=CC(=O)Nc1cccc(Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)c1,CHEMBL3678960,=,=,nM,0.6,nM,0.6
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)N[N+]4=CCN(C)CC4)cc3)nc21,CHEMBL4113919,=,=,nM,90.0,nM,90.0
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nc21,CHEMBL3674148,=,=,nM,1.0,nM,1.0
CC(=O)Nc1cccc(Nc2nc3cnc(Nc4ccc(C(=O)N[N+]5=CCN(C)CC5)cc4F)nc3n2C(C)C)c1,CHEMBL4111809,=,=,nM,245.0,nM,245.0
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,CHEMBL3674150,=,=,nM,46.0,nM,46.0
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,CHEMBL3674151,=,=,nM,6.0,nM,6.0
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,CHEMBL3674150,=,=,nM,18.0,nM,18.0
COc1cc(C(=O)NN2CCN(C)CC2)ccc1Nc1ncc2nc(Nc3ccccc3)n(C(C)C)c2n1,CHEMBL3674152,=,=,nM,128.0,nM,128.0
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)nc21,CHEMBL3678946,=,=,nM,6.0,nM,6.0
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL2178351,=,=,nM,46.0,nM,46.0
CC(C)n1c(Nc2cccc(Br)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678947,=,=,nM,5.0,nM,5.0
C#Cc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,CHEMBL3678948,=,=,nM,3.0,nM,3.0
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678949,=,=,nM,9.0,nM,9.0
CC(C)n1c(Nc2ccc(Br)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678950,=,=,nM,15.0,nM,15.0
CC(C)n1c(Nc2cccc(C(F)(F)F)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678951,=,=,nM,12.0,nM,12.0
COc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,CHEMBL3678952,=,=,nM,4.0,nM,4.0
COc1ccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)cc1,CHEMBL3678953,=,=,nM,57.0,nM,57.0
CC(C)n1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678954,=,=,nM,4.0,nM,4.0
CC(C)n1c(Nc2ccc(NC(=O)Nc3ccc(F)c(Cl)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678955,=,=,nM,5.0,nM,5.0
CC(C)n1c(Nc2ccc(C(=O)Nc3cccc(F)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678956,=,=,nM,87.0,nM,87.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CC5)c4n3)cc2)CC1,CHEMBL2178350,=,=,nM,41.0,nM,41.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C)c4n3)cc2)CC1,CHEMBL2178349,=,=,nM,522.0,nM,522.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)[nH]c4n3)cc2)CC1,CHEMBL2178368,=,=,nM,458.0,nM,458.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,CHEMBL2178352,=,=,nM,1.0,nM,1.0
CC(C)n1c(Nc2ccc(C(F)(F)F)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678957,=,=,nM,54.0,nM,54.0
CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678958,=,=,nM,64.0,nM,64.0
CC(C)n1c(NC2CCCCC2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678959,=,=,nM,228.0,nM,228.0
C=CC(=O)Nc1cccc(Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)c1,CHEMBL3678960,=,=,nM,37.0,nM,37.0
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475,=,=,nM,0.5,nM,0.5
C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3647967,=,=,nM,20.6,nM,20.6
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475,=,=,nM,0.5,nM,0.5
CN(C)C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL3647970,=,=,nM,48.8,nM,48.8
CN(C/C=C/C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1)CCO,CHEMBL3931858,=,=,nM,74.5,nM,74.5
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)/C=C/c2c[nH]cn2)C1,CHEMBL3926657,=,=,nM,487.6,nM,487.6
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)/C=C/CN2CCOCC2)C1,CHEMBL3902180,=,=,nM,326.0,nM,326.0
C=CC(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3647973,=,=,nM,60.9,nM,60.9
CN(C)C/C=C/C(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3917698,=,=,nM,268.7,nM,268.7
CN(C)C/C=C/C(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3889694,=,=,nM,83.4,nM,83.4
C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3647967,=,=,nM,20.6,nM,20.6
C=CC(=O)N[C@H]1CC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3912266,=,=,nM,44.5,nM,44.5
CN(C)C/C=C/C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3903870,=,=,nM,18.85,nM,18.85
CN(C)C/C=C/C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3903249,=,=,nM,698.3,nM,698.3
C=CC(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL4109796,=,=,nM,18.75,nM,18.75
C=CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3910496,=,=,nM,2.298,nM,2.298
CC#CC(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL4107879,=,=,nM,289.4,nM,289.4
CC#CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3905432,=,=,nM,2807.0,nM,2807.0
CC#CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL4106607,=,=,nM,435.3,nM,435.3
CN(C)C/C=C/C(=O)N[C@H]1CC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3893004,=,=,nM,22.53,nM,22.53
C=CC(=O)N(C)CCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3921017,=,=,nM,28.22,nM,28.22
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCN(C(=O)/C=C/CN2CCOCC2)CC1,CHEMBL3982014,=,=,nM,303.6,nM,303.6
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C[C@@H]1CCCN1C(=O)/C=C/CN1CCOCC1,CHEMBL3915538,=,=,nM,6238.0,nM,6238.0
CC#CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3921655,=,=,nM,156.3,nM,156.3
C=CC(=O)NCCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3894938,=,=,nM,70.49,nM,70.49
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCN(C(=O)/C=C/CN2CCOCC2)C1,CHEMBL4110614,=,=,nM,383.7,nM,383.7
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CC[C@@H](NC(=O)/C=C/CN2CCOCC2)CC1,CHEMBL3894102,=,=,nM,272.9,nM,272.9
CO[C@@H]1COC2C1OC[C@H]2Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL4112924,=,=,nM,0.4,nM,0.4
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1C2COCC21,CHEMBL3892310,=,=,nM,0.13,nM,0.13
CN(C)CC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@]12COC[C@H]1C2,CHEMBL4110258,=,=,nM,0.54,nM,0.54
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@]12COC[C@@H]1C2,CHEMBL3901296,=,=,nM,0.51,nM,0.51
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC12COCC1C2,CHEMBL3895468,=,=,nM,0.37,nM,0.37
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1,CHEMBL3903641,=,=,nM,200.0,nM,200.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1,CHEMBL3978161,=,=,nM,200.0,nM,200.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3954684,=,=,nM,20.0,nM,20.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1,CHEMBL3986363,=,=,nM,65.0,nM,65.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Br)c1,CHEMBL3954273,=,=,nM,65.0,nM,65.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3OC)ncc2Br)c1,CHEMBL3894076,=,=,nM,650.0,nM,650.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1,CHEMBL3944027,=,=,nM,20.0,nM,20.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Br)c1,CHEMBL3973862,=,=,nM,65.0,nM,65.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3947802,=,=,nM,200.0,nM,200.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1,CHEMBL3985134,=,=,nM,65.0,nM,65.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1,CHEMBL3956465,=,=,nM,20.0,nM,20.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2Cl)c1,CHEMBL3975588,=,=,nM,650.0,nM,650.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2Br)c1,CHEMBL3904778,=,=,nM,65.0,nM,65.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3OC)ncc2Br)c1,CHEMBL3894076,=,=,nM,650.0,nM,650.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2Cl)c1,CHEMBL3913778,=,=,nM,200.0,nM,200.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2C(F)(F)F)c1,CHEMBL3891187,=,=,nM,200.0,nM,200.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2Cl)c1,CHEMBL3919271,=,=,nM,650.0,nM,650.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Cl)c1,CHEMBL3903707,=,=,nM,650.0,nM,650.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2F)c1,CHEMBL3928176,=,=,nM,200.0,nM,200.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Br)c1,CHEMBL3910422,=,=,nM,65.0,nM,65.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Cl)c1,CHEMBL3938358,=,=,nM,200.0,nM,200.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Br)c1,CHEMBL3954906,=,=,nM,200.0,nM,200.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3OC)ncc2C(F)(F)F)c1,CHEMBL3930810,>,>,nM,1000.0,nM,1000.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1,CHEMBL3903641,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1,CHEMBL3978161,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3954684,<,<,nM,1.0,nM,1.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1,CHEMBL3986363,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Br)c1,CHEMBL3954273,<,<,nM,1.0,nM,1.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3OC)ncc2Br)c1,CHEMBL3894076,=,=,nM,20.0,nM,20.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1,CHEMBL3944027,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Br)c1,CHEMBL3973862,<,<,nM,1.0,nM,1.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3947802,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1,CHEMBL3985134,<,<,nM,1.0,nM,1.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1,CHEMBL3956465,<,<,nM,1.0,nM,1.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2Cl)c1,CHEMBL3975588,<,<,nM,1.0,nM,1.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2Br)c1,CHEMBL3904778,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3OC)ncc2Br)c1,CHEMBL3894076,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2Cl)c1,CHEMBL3913778,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2C(F)(F)F)c1,CHEMBL3891187,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2Cl)c1,CHEMBL3919271,=,=,nM,55.0,nM,55.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Cl)c1,CHEMBL3903707,=,=,nM,20.0,nM,20.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2F)c1,CHEMBL3928176,=,=,nM,20.0,nM,20.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Br)c1,CHEMBL3910422,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Cl)c1,CHEMBL3938358,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Br)c1,CHEMBL3954906,=,=,nM,5.5,nM,5.5
C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3OC)ncc2C(F)(F)F)c1,CHEMBL3930810,=,=,nM,20.0,nM,20.0
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475,=,=,nM,0.5,nM,0.5
C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3647967,=,=,nM,20.6,nM,20.6
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475,=,=,nM,0.5,nM,0.5
CN(C)C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL3647970,=,=,nM,48.8,nM,48.8
CN(C/C=C/C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1)CCO,CHEMBL3931858,=,=,nM,74.5,nM,74.5
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)/C=C/c2c[nH]cn2)C1,CHEMBL3926657,=,=,nM,487.6,nM,487.6
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)/C=C/CN2CCOCC2)C1,CHEMBL3902180,=,=,nM,326.0,nM,326.0
C=CC(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3647973,=,=,nM,60.9,nM,60.9
CN(C)C/C=C/C(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3917698,=,=,nM,268.7,nM,268.7
CN(C)C/C=C/C(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3889694,=,=,nM,83.4,nM,83.4
C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3647967,=,=,nM,20.6,nM,20.6
C=CC(=O)N[C@H]1CC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,CHEMBL3912266,=,=,nM,44.5,nM,44.5
Cc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C[C@H]1CCCN1C(=O)/C=C/CN(C)C,CHEMBL4107818,=,=,nM,18.85,nM,18.85
CN(C)C/C=C/C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3903249,=,=,nM,698.3,nM,698.3
C=CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3910496,=,=,nM,18.75,nM,18.75
C=CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3910496,=,=,nM,2.298,nM,2.298
CC#CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3905432,=,=,nM,289.4,nM,289.4
CC#CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CHEMBL3905432,=,=,nM,2807.0,nM,2807.0
